phase	phase_label	priority	visual_key	visual_label	slot	image_id	planned_src	asset_status	source_recommendation	rights_requirement	local_context	mood	brief	must_have	avoid	action_note
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	medium	culture_exhibition	Kultur, Ausstellung & Geschichte	04	culture-exhibition-04	/assets/event-visuals/culture-exhibition-04.webp	planned	eigene Orts-/Museumsfotos | Wikimedia/Commons mit sauberer Lizenz | cleared cultural photos	owned_or_cleared_required_before_ready	Museum, Textilwerk, Ausstellung, Geschichte, Architektur, Führung	ruhig, kuratiert, bildend, hochwertig	Führungs-/Rundgang-Stimmung mit Personen höchstens von hinten/anonym.	Kultur-/Ausstellungsbezug | ruhige Komposition | Premium statt Amtsblatt	urheberrechtlich geschützte Kunstwerke im Fokus ohne Rechte | Museumsschilder mit viel Text | sterile leere Wände	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	medium	default_city	Allgemeines Bocholt-Visual	03	default-city-03	/assets/event-visuals/default-city-03.webp	planned	eigene Bocholt-Fotos | eigene abstrakte Brand-Visuals | cleared local details	owned_or_cleared_required_before_ready	Fallback für unklare Events und neutrale Stadtmomente	neutral, hochwertig, lokal, ruhig, markenfähig	Grün/helle Stadtatmosphäre passend zur Bocholt-erleben-Farbwelt.	funktioniert für viele Themen | nicht langweilig | ruhige Textfläche	beliebige Stockstadt | zu konkrete falsche Kategorie | Amtsblatt-/Behördenoptik | leere graue Flächen	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	medium	default_city	Allgemeines Bocholt-Visual	04	default-city-04	/assets/event-visuals/default-city-04.webp	planned	eigene Bocholt-Fotos | eigene abstrakte Brand-Visuals | cleared local details	owned_or_cleared_required_before_ready	Fallback für unklare Events und neutrale Stadtmomente	neutral, hochwertig, lokal, ruhig, markenfähig	Ruhiges Straßen-/Platzmotiv ohne konkrete Eventbehauptung.	funktioniert für viele Themen | nicht langweilig | ruhige Textfläche	beliebige Stockstadt | zu konkrete falsche Kategorie | Amtsblatt-/Behördenoptik | leere graue Flächen	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	medium	sport_active	Sport & Bewegung	02	sport-active-02	/assets/event-visuals/sport-active-02.webp	planned	eigene Strecken-/Detailfotos | generische Sportbilder ohne erkennbare Personen | lokale Routenbilder	owned_or_cleared_required_before_ready	Radtouren, Läufe, Bewegung, Sportveranstaltungen, Fitness	aktiv, frisch, draußen, beweglich	Lauf-/Bewegungsmotiv mit Schuhen, Strecke oder Parkweg.	Bewegung oder Strecke sichtbar | dynamisch, aber nicht hektisch	Fitnessstudio-Stockklischees | erkennbare Sportler | Markenkleidung im Fokus | aggressive Wettkampfoptik	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	medium	sport_active	Sport & Bewegung	03	sport-active-03	/assets/event-visuals/sport-active-03.webp	planned	eigene Strecken-/Detailfotos | generische Sportbilder ohne erkennbare Personen | lokale Routenbilder	owned_or_cleared_required_before_ready	Radtouren, Läufe, Bewegung, Sportveranstaltungen, Fitness	aktiv, frisch, draußen, beweglich	Sportplatz-/Bewegungsfläche als ruhige Detailaufnahme.	Bewegung oder Strecke sichtbar | dynamisch, aber nicht hektisch	Fitnessstudio-Stockklischees | erkennbare Sportler | Markenkleidung im Fokus | aggressive Wettkampfoptik	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	medium	theater_show	Theater, Show & Lesung	02	theater-show-02	/assets/event-visuals/theater-show-02.webp	planned	eigene/cleared Bühnenfotos | generische Theater-/Lesungsbilder ohne erkennbare Personen	owned_or_cleared_required_before_ready	Theater, Lesung, Comedy, Kabarett, Showformate	abendlich, fokussiert, bühnenhaft, kultiviert	Lesungs-/Buch-/Mikrofon-Situation, ruhig und seriös.	Bühne/Lesung/Show sofort erkennbar | klare Lichtstimmung	erkennbare Performer | urheberrechtliche Bühnenbilder | Plakatmotive | billige Comedy-Klischees	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	low	evening_social	Abend & sozial	01	evening-social-01	/assets/event-visuals/evening-social-01.webp	planned	eigene Detailbilder | generische warme Innen-/Abendbilder ohne erkennbare Personen	owned_or_cleared_required_before_ready	Quiz, Afterwork, Bar-/Café-Abend, lockere Treffen	warm, gesellig, ruhig, erwachsen, nicht nightlife-lastig	Warmer Tisch-/Café-/Treffpunkt-Moment ohne erkennbare Personen.	Abend-/Treffgefühl | warme Lichtstimmung | nicht alkoholzentriert	Alkohol als Hauptmotiv | Club-/Party-Klischees | erkennbare Gäste | private Innenräume	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
2	Abdeckung: Pool verbreitern und Wiederholungen sichtbar reduzieren	low	evening_social	Abend & sozial	02	evening-social-02	/assets/event-visuals/evening-social-02.webp	planned	eigene Detailbilder | generische warme Innen-/Abendbilder ohne erkennbare Personen	owned_or_cleared_required_before_ready	Quiz, Afterwork, Bar-/Café-Abend, lockere Treffen	warm, gesellig, ruhig, erwachsen, nicht nightlife-lastig	Quiz-/Mikrofon-/Kartenmotiv als Detail, ruhig und verständlich.	Abend-/Treffgefühl | warme Lichtstimmung | nicht alkoholzentriert	Alkohol als Hauptmotiv | Club-/Party-Klischees | erkennbare Gäste | private Innenräume	Nach Phase 1 befüllen. Motivvariation und breitere Eventabdeckung sichern.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	city_festival	Stadtfest & Innenstadtleben	05	city-festival-05	/assets/event-visuals/city-festival-05.webp	planned	eigene Bocholt-Fotos | cleared local photos | Wikimedia/Commons nur mit sauberer Lizenz	owned_or_cleared_required_before_ready	Bocholter Innenstadt, Plätze, Fußgängerzone, Stadtaktionen, Feste	offen, freundlich, städtisch, einladend, lokal	Aktionstag-/Stadtleben-Motiv mit offener Fläche und klarer Orientierung.	Stadt-/Eventgefühl | breite Szene | nicht zu leer	generische Großstadt-Skyline | Kirmes-Kitsch | Plakate mit Text | starke Marken/Logos	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	city_festival	Stadtfest & Innenstadtleben	06	city-festival-06	/assets/event-visuals/city-festival-06.webp	planned	eigene Bocholt-Fotos | cleared local photos | Wikimedia/Commons nur mit sauberer Lizenz	owned_or_cleared_required_before_ready	Bocholter Innenstadt, Plätze, Fußgängerzone, Stadtaktionen, Feste	offen, freundlich, städtisch, einladend, lokal	Neutraler City-Fallback mit lokaler Architektur oder ruhiger Innenstadtstruktur.	Stadt-/Eventgefühl | breite Szene | nicht zu leer	generische Großstadt-Skyline | Kirmes-Kitsch | Plakate mit Text | starke Marken/Logos	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	city_walk	Stadt, Tour & Route	05	city-walk-05	/assets/event-visuals/city-walk-05.webp	planned	eigene Ortsbilder | Wikimedia/Commons mit sauberer Lizenz | cleared Architektur-/Routenbilder	owned_or_cleared_required_before_ready	Bocholt, Borken, Region, Stadtführung, Rundgang, Route, Türme, Promenade	entdeckend, lokal, orientierend, ruhig hochwertig	Geführter Rundgang mit Personen nur von hinten/anonym.	Stadt-/Routenbezug | Orientierung | lokale oder regionale Wiedererkennbarkeit	beliebige Altstadtbilder ohne Bezug | Google-Streetview-Look | Schilder mit fremden Marken | zu touristische Postkartenoptik	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	city_walk	Stadt, Tour & Route	06	city-walk-06	/assets/event-visuals/city-walk-06.webp	planned	eigene Ortsbilder | Wikimedia/Commons mit sauberer Lizenz | cleared Architektur-/Routenbilder	owned_or_cleared_required_before_ready	Bocholt, Borken, Region, Stadtführung, Rundgang, Route, Türme, Promenade	entdeckend, lokal, orientierend, ruhig hochwertig	Neutraler Stadtentdecken-Fallback mit Architektur, Pflaster, Weg oder Fassadendetail.	Stadt-/Routenbezug | Orientierung | lokale oder regionale Wiedererkennbarkeit	beliebige Altstadtbilder ohne Bezug | Google-Streetview-Look | Schilder mit fremden Marken | zu touristische Postkartenoptik	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	creative_workshop	Kreativ- & Mitmachworkshop	05	creative-workshop-05	/assets/event-visuals/creative-workshop-05.webp	planned	eigene Detailfotos | cleared Workshop-Materialbilder | generische Material-/Handwerksbilder	owned_or_cleared_required_before_ready	Kulturrucksack, Basteln, Zeichnen, Bauen, Kurse, junge Workshops	handgemacht, aktiv, konzentriert, kreativ, hochwertig	Maker-/Werkzeugdetail mit klarer Aktivitätslogik.	Materialien/Hände/Werkzeuge | Mitmachcharakter | keine Gesichter nötig	erkennbare Kinder | billige Bastelcliparts | chaotische Tischbilder | urheberrechtlich geschützte Figuren im Fokus	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	creative_workshop	Kreativ- & Mitmachworkshop	06	creative-workshop-06	/assets/event-visuals/creative-workshop-06.webp	planned	eigene Detailfotos | cleared Workshop-Materialbilder | generische Material-/Handwerksbilder	owned_or_cleared_required_before_ready	Kulturrucksack, Basteln, Zeichnen, Bauen, Kurse, junge Workshops	handgemacht, aktiv, konzentriert, kreativ, hochwertig	Neutraler Workshop-Fallback mit Materialien und ruhiger Fläche.	Materialien/Hände/Werkzeuge | Mitmachcharakter | keine Gesichter nötig	erkennbare Kinder | billige Bastelcliparts | chaotische Tischbilder | urheberrechtlich geschützte Figuren im Fokus	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	kids_family	Kinder & Familie	05	kids-family-05	/assets/event-visuals/kids-family-05.webp	planned	eigene/cleared Detailbilder | generische Bilder ohne erkennbare Kinder | Material-/Aktivitätsmotive	owned_or_cleared_required_before_ready	Familienangebote, Kinderaktionen, Jugend, Mitmachformate	freundlich, hell, sicher, aktivierend, aber nicht kitschig	Freundliches Freizeit-/Spielmotiv ohne konkrete Personenidentifikation.	familienfreundliche Stimmung | keine identifizierbaren Kinder | klare Aktivität	erkennbare Kindergesichter | Stockfoto-Familienklischees | zu bunte Kindergartenoptik | Chaosbilder	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	kids_family	Kinder & Familie	06	kids-family-06	/assets/event-visuals/kids-family-06.webp	planned	eigene/cleared Detailbilder | generische Bilder ohne erkennbare Kinder | Material-/Aktivitätsmotive	owned_or_cleared_required_before_ready	Familienangebote, Kinderaktionen, Jugend, Mitmachformate	freundlich, hell, sicher, aktivierend, aber nicht kitschig	Neutraler Familien-Fallback mit warmen Farben und klarer Textfläche.	familienfreundliche Stimmung | keine identifizierbaren Kinder | klare Aktivität	erkennbare Kindergesichter | Stockfoto-Familienklischees | zu bunte Kindergartenoptik | Chaosbilder	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	market_food	Markt, Food & Genuss	06	market-food-06	/assets/event-visuals/market-food-06.webp	planned	eigene Fotos | cleared local photos | hochwertige generische Stockbilder ohne erkennbare Personen/Logos	owned_or_cleared_required_before_ready	Innenstadt, Marktstände, Foodtruck-/Festivalstimmung, Wochenmarkt, Stadtleben	warm, lebendig, appetitlich, lokal, aber nicht billig oder überladen	Offene Sitz-/Stehtisch-Situation bei einem Stadtfest, Menschen höchstens anonym von hinten.	Essens-/Marktbezug | klare Atmosphäre | funktioniert als breites Card-Bild	beliebige Restaurant-Teller | Fast-Food-Clichés | erkennbare Marken | Alkohol-Fokus | überfüllte Menschenmengen	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	market_food	Markt, Food & Genuss	07	market-food-07	/assets/event-visuals/market-food-07.webp	planned	eigene Fotos | cleared local photos | hochwertige generische Stockbilder ohne erkennbare Personen/Logos	owned_or_cleared_required_before_ready	Innenstadt, Marktstände, Foodtruck-/Festivalstimmung, Wochenmarkt, Stadtleben	warm, lebendig, appetitlich, lokal, aber nicht billig oder überladen	Neutraler Markt-/Genuss-Fallback mit ruhiger Fläche für Textüberlagerung.	Essens-/Marktbezug | klare Atmosphäre | funktioniert als breites Card-Bild	beliebige Restaurant-Teller | Fast-Food-Clichés | erkennbare Marken | Alkohol-Fokus | überfüllte Menschenmengen	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	music_stage	Musik & Bühne	05	music-stage-05	/assets/event-visuals/music-stage-05.webp	planned	eigene/cleared Eventstimmungsbilder | hochwertige generische Bühnenbilder ohne erkennbare Künstler	owned_or_cleared_required_before_ready	Bühnen, kleine Konzerte, Tanz, Musikschule, Kulturorte	energetisch, aber hochwertig; Bühne, Licht, Bewegung	Outdoor-Musikstimmung bei Abendlicht, hochwertig und nicht überfüllt.	Musik-/Bühnenbezug | Licht oder Bewegung | kein billiges Partybild	erkennbare Musiker ohne Rechte | Bandlogos | Festivalposter | Disco-/Club-Klischee	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	music_stage	Musik & Bühne	06	music-stage-06	/assets/event-visuals/music-stage-06.webp	planned	eigene/cleared Eventstimmungsbilder | hochwertige generische Bühnenbilder ohne erkennbare Künstler	owned_or_cleared_required_before_ready	Bühnen, kleine Konzerte, Tanz, Musikschule, Kulturorte	energetisch, aber hochwertig; Bühne, Licht, Bewegung	Neutraler Bühnen-Fallback mit Spotlights, Vorhang oder Lichtkegel.	Musik-/Bühnenbezug | Licht oder Bewegung | kein billiges Partybild	erkennbare Musiker ohne Rechte | Bandlogos | Festivalposter | Disco-/Club-Klischee	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	outdoor_nature	Natur & draußen	05	outdoor-nature-05	/assets/event-visuals/outdoor-nature-05.webp	planned	eigene Bocholt-/Regionsfotos | Wikimedia/Commons mit sauberer Lizenz | eigene Naturdetails	owned_or_cleared_required_before_ready	Wald, Park, Aasee, Venn, Natur, Garten, Umwelt, Outdoor	ruhig, grün, nahbar, frisch, wetterfähig	Weite grüne Landschaft oder Venn-/Wiesenstimmung ohne generischen Reise-Look.	Naturbezug | ruhige Premiumfläche | regional passend wenn möglich	beliebige Alpen-/Strandbilder | zu dramatische Landschaft | erkennbare private Gärten | Tiernahaufnahmen ohne Bezug	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	high	outdoor_nature	Natur & draußen	06	outdoor-nature-06	/assets/event-visuals/outdoor-nature-06.webp	planned	eigene Bocholt-/Regionsfotos | Wikimedia/Commons mit sauberer Lizenz | eigene Naturdetails	owned_or_cleared_required_before_ready	Wald, Park, Aasee, Venn, Natur, Garten, Umwelt, Outdoor	ruhig, grün, nahbar, frisch, wetterfähig	Neutraler Outdoor-Fallback bei leicht bewölktem Wetter, nicht zu sonnig-klischeehaft.	Naturbezug | ruhige Premiumfläche | regional passend wenn möglich	beliebige Alpen-/Strandbilder | zu dramatische Landschaft | erkennbare private Gärten | Tiernahaufnahmen ohne Bezug	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	medium	culture_exhibition	Kultur, Ausstellung & Geschichte	05	culture-exhibition-05	/assets/event-visuals/culture-exhibition-05.webp	planned	eigene Orts-/Museumsfotos | Wikimedia/Commons mit sauberer Lizenz | cleared cultural photos	owned_or_cleared_required_before_ready	Museum, Textilwerk, Ausstellung, Geschichte, Architektur, Führung	ruhig, kuratiert, bildend, hochwertig	Galerie-/Kulturdetail mit Licht, Material und ruhigem Hintergrund.	Kultur-/Ausstellungsbezug | ruhige Komposition | Premium statt Amtsblatt	urheberrechtlich geschützte Kunstwerke im Fokus ohne Rechte | Museumsschilder mit viel Text | sterile leere Wände	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	medium	default_city	Allgemeines Bocholt-Visual	05	default-city-05	/assets/event-visuals/default-city-05.webp	planned	eigene Bocholt-Fotos | eigene abstrakte Brand-Visuals | cleared local details	owned_or_cleared_required_before_ready	Fallback für unklare Events und neutrale Stadtmomente	neutral, hochwertig, lokal, ruhig, markenfähig	Abstraktes lokales Brand-Visual ohne Clipart-Charakter.	funktioniert für viele Themen | nicht langweilig | ruhige Textfläche	beliebige Stockstadt | zu konkrete falsche Kategorie | Amtsblatt-/Behördenoptik | leere graue Flächen	Nur ergänzen, wenn ein wirklich hochwertiges neutrales Bocholt-/Brand-Visual verfügbar ist.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	medium	default_city	Allgemeines Bocholt-Visual	06	default-city-06	/assets/event-visuals/default-city-06.webp	planned	eigene Bocholt-Fotos | eigene abstrakte Brand-Visuals | cleared local details	owned_or_cleared_required_before_ready	Fallback für unklare Events und neutrale Stadtmomente	neutral, hochwertig, lokal, ruhig, markenfähig	Universelles Default-Bild mit klarer Lesbarkeit in Cards.	funktioniert für viele Themen | nicht langweilig | ruhige Textfläche	beliebige Stockstadt | zu konkrete falsche Kategorie | Amtsblatt-/Behördenoptik | leere graue Flächen	Nur ergänzen, wenn ein wirklich hochwertiges neutrales Bocholt-/Brand-Visual verfügbar ist.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	medium	sport_active	Sport & Bewegung	04	sport-active-04	/assets/event-visuals/sport-active-04.webp	planned	eigene Strecken-/Detailfotos | generische Sportbilder ohne erkennbare Personen | lokale Routenbilder	owned_or_cleared_required_before_ready	Radtouren, Läufe, Bewegung, Sportveranstaltungen, Fitness	aktiv, frisch, draußen, beweglich	Gruppenbewegung nur anonym/silhouettenhaft, keine Gesichter.	Bewegung oder Strecke sichtbar | dynamisch, aber nicht hektisch	Fitnessstudio-Stockklischees | erkennbare Sportler | Markenkleidung im Fokus | aggressive Wettkampfoptik	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	medium	sport_active	Sport & Bewegung	05	sport-active-05	/assets/event-visuals/sport-active-05.webp	planned	eigene Strecken-/Detailfotos | generische Sportbilder ohne erkennbare Personen | lokale Routenbilder	owned_or_cleared_required_before_ready	Radtouren, Läufe, Bewegung, Sportveranstaltungen, Fitness	aktiv, frisch, draußen, beweglich	Outdoor-Fitness-/Aktivitäts-Fallback mit klarer Frische.	Bewegung oder Strecke sichtbar | dynamisch, aber nicht hektisch	Fitnessstudio-Stockklischees | erkennbare Sportler | Markenkleidung im Fokus | aggressive Wettkampfoptik	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	medium	theater_show	Theater, Show & Lesung	03	theater-show-03	/assets/event-visuals/theater-show-03.webp	planned	eigene/cleared Bühnenfotos | generische Theater-/Lesungsbilder ohne erkennbare Personen	owned_or_cleared_required_before_ready	Theater, Lesung, Comedy, Kabarett, Showformate	abendlich, fokussiert, bühnenhaft, kultiviert	Kleinkunst-/Show-Stimmung mit Spotlicht, ohne erkennbare Performer.	Bühne/Lesung/Show sofort erkennbar | klare Lichtstimmung	erkennbare Performer | urheberrechtliche Bühnenbilder | Plakatmotive | billige Comedy-Klischees	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	medium	theater_show	Theater, Show & Lesung	04	theater-show-04	/assets/event-visuals/theater-show-04.webp	planned	eigene/cleared Bühnenfotos | generische Theater-/Lesungsbilder ohne erkennbare Personen	owned_or_cleared_required_before_ready	Theater, Lesung, Comedy, Kabarett, Showformate	abendlich, fokussiert, bühnenhaft, kultiviert	Publikums-/Saalperspektive mit anonymen Silhouetten oder leeren Sitzen.	Bühne/Lesung/Show sofort erkennbar | klare Lichtstimmung	erkennbare Performer | urheberrechtliche Bühnenbilder | Plakatmotive | billige Comedy-Klischees	Später befüllen, wenn Wiederholungen im Feed sichtbar werden.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	low	evening_social	Abend & sozial	03	evening-social-03	/assets/event-visuals/evening-social-03.webp	planned	eigene Detailbilder | generische warme Innen-/Abendbilder ohne erkennbare Personen	owned_or_cleared_required_before_ready	Quiz, Afterwork, Bar-/Café-Abend, lockere Treffen	warm, gesellig, ruhig, erwachsen, nicht nightlife-lastig	Abendliche Lichter oder Innenraumstimmung ohne Marken/Personen.	Abend-/Treffgefühl | warme Lichtstimmung | nicht alkoholzentriert	Alkohol als Hauptmotiv | Club-/Party-Klischees | erkennbare Gäste | private Innenräume	Später befüllen. Nicht mit schwachen generischen Bildern erzwingen.
3	Variation: Luxusabdeckung gegen Wiederholung bei wachsendem Feed	low	evening_social	Abend & sozial	04	evening-social-04	/assets/event-visuals/evening-social-04.webp	planned	eigene Detailbilder | generische warme Innen-/Abendbilder ohne erkennbare Personen	owned_or_cleared_required_before_ready	Quiz, Afterwork, Bar-/Café-Abend, lockere Treffen	warm, gesellig, ruhig, erwachsen, nicht nightlife-lastig	Kleines soziales Treffen nur abstrakt/anonym, nicht wie Werbung für Alkohol.	Abend-/Treffgefühl | warme Lichtstimmung | nicht alkoholzentriert	Alkohol als Hauptmotiv | Club-/Party-Klischees | erkennbare Gäste | private Innenräume	Später befüllen. Nicht mit schwachen generischen Bildern erzwingen.
