phase	phase_label	phase_priority	production_round	recommended_batch_size	visual_key	visual_label	slot	image_id	planned_src	asset_status	target_count	ready_count_before_phase2	remaining_need_before_phase2	image_class	priority	locality_requirement	subject_focus	slot_brief	must_have	avoid	people_policy	variant_rule	first_action
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	city_tour_history	Stadtführung & historischer Rundgang	04	city-tour-history-04	/assets/event-visuals/city-tour-history-04.webp	planned	6	1	5	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Stadtführungen, Rundgänge, Kiepenkerl, Nachtwächter und lokale Entdeckung	Stadtführung & historischer Rundgang: Ruhige Fallback-Variante mit stärkerer Flächenwirkung, geeignet für viele Events dieses Visual Keys. Inhaltlicher Fokus: Stadtführungen, Rundgänge, Kiepenkerl, Nachtwächter und lokale Entdeckung	Stadtraum oder Architekturdetail | Rundgang-/Führungsgefühl | Bocholt-/Regionsplausibilität	Postkartenkitsch | Fantasy-Altstadt | falsche Sehenswürdigkeit	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	default_city	Allgemeines Bocholt-Visual	01	default-city-01	/assets/event-visuals/default-city-01.webp	planned	6	1	5	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Hochwertiger neutraler lokaler Fallback für unklare Events	Allgemeines Bocholt-Visual: Breites, card-taugliches Hauptmotiv mit klarer Bildwelt und ruhiger Premium-Komposition. Inhaltlicher Fokus: Hochwertiger neutraler lokaler Fallback für unklare Events	Bocholt-/Innenstadt- oder regionale Stadtanmutung | breite Nutzbarkeit | Premium-Fallback ohne Beliebigkeit	beliebige Stockstadt | falsche Landmarke | graue Amtsblattoptik	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	default_city	Allgemeines Bocholt-Visual	02	default-city-02	/assets/event-visuals/default-city-02.webp	usable	6	1	5	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Hochwertiger neutraler lokaler Fallback für unklare Events	Allgemeines Bocholt-Visual: Detailorientierte Variante mit Materialität, Vordergrundfokus und weichem Kontext im Hintergrund. Inhaltlicher Fokus: Hochwertiger neutraler lokaler Fallback für unklare Events	Bocholt-/Innenstadt- oder regionale Stadtanmutung | breite Nutzbarkeit | Premium-Fallback ohne Beliebigkeit	beliebige Stockstadt | falsche Landmarke | graue Amtsblattoptik	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	default_city	Allgemeines Bocholt-Visual	03	default-city-03	/assets/event-visuals/default-city-03.webp	planned	6	1	5	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Hochwertiger neutraler lokaler Fallback für unklare Events	Allgemeines Bocholt-Visual: Atmosphärische Kontextvariante mit lokaler oder regional plausibler Umgebung, ohne konkrete falsche Ortsbehauptung. Inhaltlicher Fokus: Hochwertiger neutraler lokaler Fallback für unklare Events	Bocholt-/Innenstadt- oder regionale Stadtanmutung | breite Nutzbarkeit | Premium-Fallback ohne Beliebigkeit	beliebige Stockstadt | falsche Landmarke | graue Amtsblattoptik	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	default_city	Allgemeines Bocholt-Visual	04	default-city-04	/assets/event-visuals/default-city-04.webp	planned	6	1	5	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Hochwertiger neutraler lokaler Fallback für unklare Events	Allgemeines Bocholt-Visual: Ruhige Fallback-Variante mit stärkerer Flächenwirkung, geeignet für viele Events dieses Visual Keys. Inhaltlicher Fokus: Hochwertiger neutraler lokaler Fallback für unklare Events	Bocholt-/Innenstadt- oder regionale Stadtanmutung | breite Nutzbarkeit | Premium-Fallback ohne Beliebigkeit	beliebige Stockstadt | falsche Landmarke | graue Amtsblattoptik	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	default_city	Allgemeines Bocholt-Visual	05	default-city-05	/assets/event-visuals/default-city-05.webp	planned	6	1	5	local_sensitive_detail	high	Lokale oder regional plausible Atmosphäre bevorzugen; keine falsche konkrete Bocholt-Ortsbehauptung erzeugen.	Hochwertiger neutraler lokaler Fallback für unklare Events	Allgemeines Bocholt-Visual: Lebendigere Variante mit Eventgefühl, aber ohne erkennbare Personen, Logos, Plakate oder lesbare Schrift. Inhaltlicher Fokus: Hochwertiger neutraler lokaler Fallback für unklare Events	Bocholt-/Innenstadt- oder regionale Stadtanmutung | breite Nutzbarkeit | Premium-Fallback ohne Beliebigkeit	beliebige Stockstadt | falsche Landmarke | graue Amtsblattoptik	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	family_play_outdoor	Familie, Spiel & draußen	01	kids-family-01	/assets/event-visuals/kids-family-01.webp	usable	6	1	5	symbolic_editorial	high	Symbolisches Premiumbild ist zulässig; keine konkrete Orts- oder Eventdokumentation behaupten.	Familienfest, Jugendfarm, Ostereiersuche, Spiel- und Mitmachflächen ohne erkennbare Kinder	Familie, Spiel & draußen: Breites, card-taugliches Hauptmotiv mit klarer Bildwelt und ruhiger Premium-Komposition. Inhaltlicher Fokus: Familienfest, Jugendfarm, Ostereiersuche, Spiel- und Mitmachflächen ohne erkennbare Kinder	Spiel-/Familien-/Outdoorbezug | Mitmach- oder Freizeitgefühl | keine erkennbaren Kinder	Kindergesichter | billige Spielplatz-Stockoptik | chaotische Farben	Keine erkennbaren Kinder; Personen höchstens anonym, angeschnitten oder als Hände/Details.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	family_play_outdoor	Familie, Spiel & draußen	01	family-play-outdoor-01	/assets/event-visuals/family-play-outdoor-01.webp	planned	6	1	5	symbolic_editorial	high	Symbolisches Premiumbild ist zulässig; keine konkrete Orts- oder Eventdokumentation behaupten.	Familienfest, Jugendfarm, Ostereiersuche, Spiel- und Mitmachflächen ohne erkennbare Kinder	Familie, Spiel & draußen: Breites, card-taugliches Hauptmotiv mit klarer Bildwelt und ruhiger Premium-Komposition. Inhaltlicher Fokus: Familienfest, Jugendfarm, Ostereiersuche, Spiel- und Mitmachflächen ohne erkennbare Kinder	Spiel-/Familien-/Outdoorbezug | Mitmach- oder Freizeitgefühl | keine erkennbaren Kinder	Kindergesichter | billige Spielplatz-Stockoptik | chaotische Farben	Keine erkennbaren Kinder; Personen höchstens anonym, angeschnitten oder als Hände/Details.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	family_play_outdoor	Familie, Spiel & draußen	02	family-play-outdoor-02	/assets/event-visuals/family-play-outdoor-02.webp	planned	6	1	5	symbolic_editorial	high	Symbolisches Premiumbild ist zulässig; keine konkrete Orts- oder Eventdokumentation behaupten.	Familienfest, Jugendfarm, Ostereiersuche, Spiel- und Mitmachflächen ohne erkennbare Kinder	Familie, Spiel & draußen: Detailorientierte Variante mit Materialität, Vordergrundfokus und weichem Kontext im Hintergrund. Inhaltlicher Fokus: Familienfest, Jugendfarm, Ostereiersuche, Spiel- und Mitmachflächen ohne erkennbare Kinder	Spiel-/Familien-/Outdoorbezug | Mitmach- oder Freizeitgefühl | keine erkennbaren Kinder	Kindergesichter | billige Spielplatz-Stockoptik | chaotische Farben	Keine erkennbaren Kinder; Personen höchstens anonym, angeschnitten oder als Hände/Details.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	family_play_outdoor	Familie, Spiel & draußen	03	family-play-outdoor-03	/assets/event-visuals/family-play-outdoor-03.webp	planned	6	1	5	symbolic_editorial	high	Symbolisches Premiumbild ist zulässig; keine konkrete Orts- oder Eventdokumentation behaupten.	Familienfest, Jugendfarm, Ostereiersuche, Spiel- und Mitmachflächen ohne erkennbare Kinder	Familie, Spiel & draußen: Atmosphärische Kontextvariante mit lokaler oder regional plausibler Umgebung, ohne konkrete falsche Ortsbehauptung. Inhaltlicher Fokus: Familienfest, Jugendfarm, Ostereiersuche, Spiel- und Mitmachflächen ohne erkennbare Kinder	Spiel-/Familien-/Outdoorbezug | Mitmach- oder Freizeitgefühl | keine erkennbaren Kinder	Kindergesichter | billige Spielplatz-Stockoptik | chaotische Farben	Keine erkennbaren Kinder; Personen höchstens anonym, angeschnitten oder als Hände/Details.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	family_play_outdoor	Familie, Spiel & draußen	04	family-play-outdoor-04	/assets/event-visuals/family-play-outdoor-04.webp	planned	6	1	5	symbolic_editorial	high	Symbolisches Premiumbild ist zulässig; keine konkrete Orts- oder Eventdokumentation behaupten.	Familienfest, Jugendfarm, Ostereiersuche, Spiel- und Mitmachflächen ohne erkennbare Kinder	Familie, Spiel & draußen: Ruhige Fallback-Variante mit stärkerer Flächenwirkung, geeignet für viele Events dieses Visual Keys. Inhaltlicher Fokus: Familienfest, Jugendfarm, Ostereiersuche, Spiel- und Mitmachflächen ohne erkennbare Kinder	Spiel-/Familien-/Outdoorbezug | Mitmach- oder Freizeitgefühl | keine erkennbaren Kinder	Kindergesichter | billige Spielplatz-Stockoptik | chaotische Farben	Keine erkennbaren Kinder; Personen höchstens anonym, angeschnitten oder als Hände/Details.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	food_drink_festival	Food, Wein & Genuss	01	market-food-01	/assets/event-visuals/market-food-01.webp	usable	6	1	5	hybrid_contextual	high	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Food Festival, Weinfest, Genussstände, regionale Produkte und kulinarische Eventatmosphäre	Food, Wein & Genuss: Breites, card-taugliches Hauptmotiv mit klarer Bildwelt und ruhiger Premium-Komposition. Inhaltlicher Fokus: Food Festival, Weinfest, Genussstände, regionale Produkte und kulinarische Eventatmosphäre	Food-/Wein-/Genussbezug | Event- oder Standkontext | hochwertig statt Restaurantteller	Alkoholfokus | beliebige Tellerbilder | Fast-Food-Klischees	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	food_drink_festival	Food, Wein & Genuss	01	food-drink-festival-01	/assets/event-visuals/food-drink-festival-01.webp	planned	6	1	5	hybrid_contextual	high	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Food Festival, Weinfest, Genussstände, regionale Produkte und kulinarische Eventatmosphäre	Food, Wein & Genuss: Breites, card-taugliches Hauptmotiv mit klarer Bildwelt und ruhiger Premium-Komposition. Inhaltlicher Fokus: Food Festival, Weinfest, Genussstände, regionale Produkte und kulinarische Eventatmosphäre	Food-/Wein-/Genussbezug | Event- oder Standkontext | hochwertig statt Restaurantteller	Alkoholfokus | beliebige Tellerbilder | Fast-Food-Klischees	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	food_drink_festival	Food, Wein & Genuss	02	food-drink-festival-02	/assets/event-visuals/food-drink-festival-02.webp	planned	6	1	5	hybrid_contextual	high	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Food Festival, Weinfest, Genussstände, regionale Produkte und kulinarische Eventatmosphäre	Food, Wein & Genuss: Detailorientierte Variante mit Materialität, Vordergrundfokus und weichem Kontext im Hintergrund. Inhaltlicher Fokus: Food Festival, Weinfest, Genussstände, regionale Produkte und kulinarische Eventatmosphäre	Food-/Wein-/Genussbezug | Event- oder Standkontext | hochwertig statt Restaurantteller	Alkoholfokus | beliebige Tellerbilder | Fast-Food-Klischees	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	food_drink_festival	Food, Wein & Genuss	03	food-drink-festival-03	/assets/event-visuals/food-drink-festival-03.webp	planned	6	1	5	hybrid_contextual	high	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Food Festival, Weinfest, Genussstände, regionale Produkte und kulinarische Eventatmosphäre	Food, Wein & Genuss: Atmosphärische Kontextvariante mit lokaler oder regional plausibler Umgebung, ohne konkrete falsche Ortsbehauptung. Inhaltlicher Fokus: Food Festival, Weinfest, Genussstände, regionale Produkte und kulinarische Eventatmosphäre	Food-/Wein-/Genussbezug | Event- oder Standkontext | hochwertig statt Restaurantteller	Alkoholfokus | beliebige Tellerbilder | Fast-Food-Klischees	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	food_drink_festival	Food, Wein & Genuss	04	food-drink-festival-04	/assets/event-visuals/food-drink-festival-04.webp	planned	6	1	5	hybrid_contextual	high	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Food Festival, Weinfest, Genussstände, regionale Produkte und kulinarische Eventatmosphäre	Food, Wein & Genuss: Ruhige Fallback-Variante mit stärkerer Flächenwirkung, geeignet für viele Events dieses Visual Keys. Inhaltlicher Fokus: Food Festival, Weinfest, Genussstände, regionale Produkte und kulinarische Eventatmosphäre	Food-/Wein-/Genussbezug | Event- oder Standkontext | hochwertig statt Restaurantteller	Alkoholfokus | beliebige Tellerbilder | Fast-Food-Klischees	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	local_history_heritage	Stadtgeschichte & Kulturerbe	01	culture-exhibition-01	/assets/event-visuals/culture-exhibition-01.webp	usable	6	1	5	hybrid_contextual	medium	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Archiv, FARB, Heimat, historische Ausstellungen, lokale Geschichte und Museumsräume	Stadtgeschichte & Kulturerbe: Breites, card-taugliches Hauptmotiv mit klarer Bildwelt und ruhiger Premium-Komposition. Inhaltlicher Fokus: Archiv, FARB, Heimat, historische Ausstellungen, lokale Geschichte und Museumsräume	Archiv-/Museums-/Stadtgeschichtsbezug | lokale oder historische Materialität | ruhige Entdeckungsatmosphäre	falsche konkrete Bocholt-Behauptung | Amtsblattoptik | unlesbare Dokumentenwand	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	local_history_heritage	Stadtgeschichte & Kulturerbe	01	local-history-heritage-01	/assets/event-visuals/local-history-heritage-01.webp	planned	6	1	5	hybrid_contextual	medium	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Archiv, FARB, Heimat, historische Ausstellungen, lokale Geschichte und Museumsräume	Stadtgeschichte & Kulturerbe: Breites, card-taugliches Hauptmotiv mit klarer Bildwelt und ruhiger Premium-Komposition. Inhaltlicher Fokus: Archiv, FARB, Heimat, historische Ausstellungen, lokale Geschichte und Museumsräume	Archiv-/Museums-/Stadtgeschichtsbezug | lokale oder historische Materialität | ruhige Entdeckungsatmosphäre	falsche konkrete Bocholt-Behauptung | Amtsblattoptik | unlesbare Dokumentenwand	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	local_history_heritage	Stadtgeschichte & Kulturerbe	02	local-history-heritage-02	/assets/event-visuals/local-history-heritage-02.webp	planned	6	1	5	hybrid_contextual	medium	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Archiv, FARB, Heimat, historische Ausstellungen, lokale Geschichte und Museumsräume	Stadtgeschichte & Kulturerbe: Detailorientierte Variante mit Materialität, Vordergrundfokus und weichem Kontext im Hintergrund. Inhaltlicher Fokus: Archiv, FARB, Heimat, historische Ausstellungen, lokale Geschichte und Museumsräume	Archiv-/Museums-/Stadtgeschichtsbezug | lokale oder historische Materialität | ruhige Entdeckungsatmosphäre	falsche konkrete Bocholt-Behauptung | Amtsblattoptik | unlesbare Dokumentenwand	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	local_history_heritage	Stadtgeschichte & Kulturerbe	03	local-history-heritage-03	/assets/event-visuals/local-history-heritage-03.webp	planned	6	1	5	hybrid_contextual	medium	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Archiv, FARB, Heimat, historische Ausstellungen, lokale Geschichte und Museumsräume	Stadtgeschichte & Kulturerbe: Atmosphärische Kontextvariante mit lokaler oder regional plausibler Umgebung, ohne konkrete falsche Ortsbehauptung. Inhaltlicher Fokus: Archiv, FARB, Heimat, historische Ausstellungen, lokale Geschichte und Museumsräume	Archiv-/Museums-/Stadtgeschichtsbezug | lokale oder historische Materialität | ruhige Entdeckungsatmosphäre	falsche konkrete Bocholt-Behauptung | Amtsblattoptik | unlesbare Dokumentenwand	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	local_history_heritage	Stadtgeschichte & Kulturerbe	04	local-history-heritage-04	/assets/event-visuals/local-history-heritage-04.webp	planned	6	1	5	hybrid_contextual	medium	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Archiv, FARB, Heimat, historische Ausstellungen, lokale Geschichte und Museumsräume	Stadtgeschichte & Kulturerbe: Ruhige Fallback-Variante mit stärkerer Flächenwirkung, geeignet für viele Events dieses Visual Keys. Inhaltlicher Fokus: Archiv, FARB, Heimat, historische Ausstellungen, lokale Geschichte und Museumsräume	Archiv-/Museums-/Stadtgeschichtsbezug | lokale oder historische Materialität | ruhige Entdeckungsatmosphäre	falsche konkrete Bocholt-Behauptung | Amtsblattoptik | unlesbare Dokumentenwand	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	market_stalls	Märkte & Stände	02	market-stalls-02	/assets/event-visuals/market-stalls-02.webp	planned	6	1	5	hybrid_contextual	high	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Krammarkt, Stoffmarkt, Wochenmarkt, Flohmarkt, Grenzmarkt und Stand-/Warenwelten	Märkte & Stände: Detailorientierte Variante mit Materialität, Vordergrundfokus und weichem Kontext im Hintergrund. Inhaltlicher Fokus: Krammarkt, Stoffmarkt, Wochenmarkt, Flohmarkt, Grenzmarkt und Stand-/Warenwelten	Stände, Waren, Tische oder Marktstruktur | Material- und Warenbezug | keine Marken	Food-Fokus | Buchmarkt-Fokus | überfüllte Verkaufsfläche	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	market_stalls	Märkte & Stände	03	market-stalls-03	/assets/event-visuals/market-stalls-03.webp	planned	6	1	5	hybrid_contextual	high	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Krammarkt, Stoffmarkt, Wochenmarkt, Flohmarkt, Grenzmarkt und Stand-/Warenwelten	Märkte & Stände: Atmosphärische Kontextvariante mit lokaler oder regional plausibler Umgebung, ohne konkrete falsche Ortsbehauptung. Inhaltlicher Fokus: Krammarkt, Stoffmarkt, Wochenmarkt, Flohmarkt, Grenzmarkt und Stand-/Warenwelten	Stände, Waren, Tische oder Marktstruktur | Material- und Warenbezug | keine Marken	Food-Fokus | Buchmarkt-Fokus | überfüllte Verkaufsfläche	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
2	Pool-Diversifizierung: sichtbare Varianten je Visual Key bis target_count	p2_core_pool	round_01_first_variants	3	market_stalls	Märkte & Stände	04	market-stalls-04	/assets/event-visuals/market-stalls-04.webp	planned	6	1	5	hybrid_contextual	high	Kontext darf symbolisch sein, soll aber lokal/regional plausibel wirken und keine falsche konkrete Location behaupten.	Krammarkt, Stoffmarkt, Wochenmarkt, Flohmarkt, Grenzmarkt und Stand-/Warenwelten	Märkte & Stände: Ruhige Fallback-Variante mit stärkerer Flächenwirkung, geeignet für viele Events dieses Visual Keys. Inhaltlicher Fokus: Krammarkt, Stoffmarkt, Wochenmarkt, Flohmarkt, Grenzmarkt und Stand-/Warenwelten	Stände, Waren, Tische oder Marktstruktur | Material- und Warenbezug | keine Marken	Food-Fokus | Buchmarkt-Fokus | überfüllte Verkaufsfläche	Personen vermeiden oder nur anonym/angeschnitten zeigen; keine identifizierbaren Gesichter.	Muss sichtbar verschieden vom Pilotbild und von bestehenden ready-Bildern desselben Visual Keys sein; keine Near-Duplicates.	Im Bildchat Pilotbild als Stilanker verwenden und nur die nächste kontrollierte Variantenrunde erzeugen.
